model_file,accuracy,precision,recall,f1_score,true_positives,false_positives,false_negatives
['portfolio6']_8input_128entry_5hash_8bpi.pickle.lzma,61.15506329,0.763551402,0.32318038,0.45414119,817,253,1711
['portfolio6']_8input_256entry_10hash_16bpi.pickle.lzma,58.18829114,0.768831169,0.234177215,0.359005458,592,178,1936
['portfolio6']_8input_256entry_10hash_32bpi.pickle.lzma,62.42088608,0.76975945,0.35443038,0.485373781,896,268,1632
['portfolio6']_8input_256entry_10hash_4bpi.pickle.lzma,61.37262658,0.77046096,0.323971519,0.456140351,819,244,1709
['portfolio6']_8input_256entry_10hash_8bpi.pickle.lzma,57.69382911,0.693532338,0.275712025,0.394565525,697,308,1831
['portfolio6']_8input_256entry_20hash_16bpi.pickle.lzma,61.60996835,0.795568983,0.3125,0.448736155,790,203,1738
['portfolio6']_8input_256entry_20hash_32bpi.pickle.lzma,62.02531646,0.778899083,0.335838608,0.469320066,849,241,1679
['portfolio6']_8input_256entry_20hash_4bpi.pickle.lzma,59.45411392,0.774082569,0.267009494,0.397058824,675,197,1853
['portfolio6']_8input_256entry_20hash_8bpi.pickle.lzma,61.88686709,0.762445415,0.345332278,0.475360741,873,272,1655
['portfolio6']_8input_256entry_5hash_16bpi.pickle.lzma,62.04509494,0.775067751,0.339398734,0.472077029,858,249,1670
['portfolio6']_8input_256entry_5hash_32bpi.pickle.lzma,61.3528481,0.779182879,0.316851266,0.450506187,801,227,1727
['portfolio6']_8input_256entry_5hash_4bpi.pickle.lzma,59.0585443,0.767523364,0.259889241,0.388297872,657,199,1871
['portfolio6']_8input_256entry_5hash_8bpi.pickle.lzma,62.02531646,0.741653418,0.369066456,0.492868463,933,325,1595
['portfolio6']_8input_512entry_10hash_16bpi.pickle.lzma,61.68908228,0.794029851,0.315664557,0.45174073,798,207,1730
['portfolio6']_8input_512entry_10hash_32bpi.pickle.lzma,62.87579114,0.78984862,0.350870253,0.485894276,887,236,1641
['portfolio6']_8input_512entry_10hash_4bpi.pickle.lzma,61.13528481,0.748017621,0.335838608,0.463554464,849,286,1679
['portfolio6']_8input_512entry_10hash_8bpi.pickle.lzma,60.28481013,0.755905512,0.303797468,0.433408578,768,248,1760
['portfolio6']_8input_512entry_20hash_16bpi.pickle.lzma,63.01424051,0.76489533,0.375791139,0.50397878,950,292,1578
['portfolio6']_8input_512entry_20hash_32bpi.pickle.lzma,60.99683544,0.798924731,0.293908228,0.429728167,743,187,1785
['portfolio6']_8input_512entry_20hash_4bpi.pickle.lzma,58.99920886,0.76546091,0.259493671,0.387592319,656,201,1872
['portfolio6']_8input_512entry_20hash_8bpi.pickle.lzma,60.18591772,0.774813234,0.287183544,0.419047619,726,211,1802
['portfolio6']_8input_512entry_5hash_16bpi.pickle.lzma,60.91772152,0.798056156,0.292325949,0.42790967,739,187,1789
['portfolio6']_8input_512entry_5hash_32bpi.pickle.lzma,60.71993671,0.801781737,0.284810127,0.420315236,720,178,1808
['portfolio6']_8input_512entry_5hash_4bpi.pickle.lzma,60.2056962,0.722030981,0.331882911,0.454742547,839,323,1689
['portfolio6']_8input_512entry_5hash_8bpi.pickle.lzma,60.28481013,0.776595745,0.288765823,0.420991926,730,210,1798
